year,sex,age,population
1985,Female,79,31573
1986,Female,79,32057
1987,Female,79,33515
1988,Female,79,33896
1989,Female,79,36396
1990,Female,79,38074
1991,Female,79,38364
1992,Female,79,40021
1993,Female,79,42776
1994,Female,79,42408
1995,Female,79,42419
1996,Female,79,41843
1997,Female,79,41949
1998,Female,79,41616
1999,Female,79,48246
2000,Female,79,53220
2001,Female,79,53242
2002,Female,79,53225
2003,Female,79,53300
2004,Female,79,55558
2005,Female,79,55942
2006,Female,79,55337
2007,Female,79,56236
2008,Female,79,56324
2009,Female,79,57368
2010,Female,79,57415
2011,Female,79,55324
2012,Female,79,55753
2013,Female,79,55783
2014,Female,79,57241
2015,Female,79,59797
2016,Female,79,61492
2017,Female,79,63130
2018,Female,79,65401
2019,Female,79,67262
2020,Female,79,68814
2021,Female,79,72571
2022,Female,79,73613
2023,Female,79,80640
2024,Female,79,85089
2025,Female,79,88685
1971,Female,80,20478
1972,Female,80,19609
1973,Female,80,20629
1974,Female,80,20494
1975,Female,80,20257
1976,Female,80,22793
1977,Female,80,21275
1978,Female,80,21780
1979,Female,80,21636
1980,Female,80,25680
1981,Female,80,26758
1982,Female,80,24398
1983,Female,80,25069
1984,Female,80,26327
1985,Female,80,27767
1986,Female,80,29995
1987,Female,80,30378
1988,Female,80,31765
1989,Female,80,32153
1990,Female,80,34240
1991,Female,80,35910
1992,Female,80,36605
1993,Female,80,38217
1994,Female,80,40862
1995,Female,80,40069
1996,Female,80,40188
1997,Female,80,40222
1998,Female,80,40268
1999,Female,80,40272
2000,Female,80,46230
2001,Female,80,51448
2002,Female,80,51066
2003,Female,80,51192
2004,Female,80,51447
2005,Female,80,53461
2006,Female,80,53663
2007,Female,80,53546
2008,Female,80,54445
2009,Female,80,54576
2010,Female,80,55623
2011,Female,80,55872
2012,Female,80,53483
2013,Female,80,53916
2014,Female,80,53915
2015,Female,80,55252
2016,Female,80,57853
2017,Female,80,59580
2018,Female,80,61333
2019,Female,80,63670
2020,Female,80,65522
2021,Female,80,66618
2022,Female,80,70389
2023,Female,80,71414
2024,Female,80,78429
2025,Female,80,82947
1971,Female,81,16787
1972,Female,81,18903
1973,Female,81,18292
1974,Female,81,19138
1975,Female,81,19094
1976,Female,81,18605
1977,Female,81,21017
1978,Female,81,19941
1979,Female,81,20326
1980,Female,81,20219
1981,Female,81,23738
1982,Female,81,25270
1983,Female,81,22991
1984,Female,81,23765
1985,Female,81,24985
1986,Female,81,25942
1987,Female,81,28148
1988,Female,81,28544
1989,Female,81,29868
1990,Female,81,30375
1991,Female,81,32125
1992,Female,81,33995
1993,Female,81,34845
1994,Female,81,36328
1995,Female,81,38724
1996,Female,81,37716
1997,Female,81,38309
1998,Female,81,38466
1999,Female,81,38592
2000,Female,81,38785
2001,Female,81,44027
2002,Female,81,48892
2003,Female,81,48779
2004,Female,81,48912
2005,Female,81,49441
2006,Female,81,51136
2007,Female,81,51673
2008,Female,81,51609
2009,Female,81,52517
2010,Female,81,52731
2011,Female,81,53719
2012,Female,81,53711
2013,Female,81,51522
2014,Female,81,51934
2015,Female,81,51895
2016,Female,81,53150
2017,Female,81,55768
2018,Female,81,57605
2019,Female,81,59395
2020,Female,81,61916
2021,Female,81,63314
2022,Female,81,64428
2023,Female,81,68043
2024,Female,81,69259
2025,Female,81,76191
1971,Female,82,15525
1972,Female,82,15618
1973,Female,82,17300
1974,Female,82,16932
1975,Female,82,17606
1976,Female,82,17757
1977,Female,82,17287
1978,Female,82,19362
1979,Female,82,18524
1980,Female,82,18789
1981,Female,82,18773
1982,Female,82,22274
1983,Female,82,23667
1984,Female,82,21550
1985,Female,82,22376
1986,Female,82,23563
1987,Female,82,24370
1988,Female,82,26205
1989,Female,82,26704
1990,Female,82,27920
1991,Female,82,28610
1992,Female,82,30385
1993,Female,82,32027
1994,Female,82,32960
1995,Female,82,34268
1996,Female,82,36623
1997,Female,82,35969
1998,Female,82,36343
1999,Female,82,36700
2000,Female,82,36754
2001,Female,82,37174
2002,Female,82,42032
2003,Female,82,46176
2004,Female,82,46272
2005,Female,82,46592
2006,Female,82,47189
2007,Female,82,48959
2008,Female,82,49427
2009,Female,82,49479
2010,Female,82,50552
2011,Female,82,50708
2012,Female,82,51494
2013,Female,82,51520
2014,Female,82,49433
2015,Female,82,49694
2016,Female,82,49723
2017,Female,82,51043
2018,Female,82,53512
2019,Female,82,55444
2020,Female,82,57397
2021,Female,82,59725
2022,Female,82,60924
2023,Female,82,62055
2024,Female,82,65521
2025,Female,82,66895
1971,Female,83,13674
1972,Female,83,14033
1973,Female,83,14349
1974,Female,83,15683
1975,Female,83,15499
1976,Female,83,16084
1977,Female,83,16128
1978,Female,83,16020
1979,Female,83,17633
1980,Female,83,17077
1981,Female,83,17230
1982,Female,83,17284
1983,Female,83,20793
1984,Female,83,22027
1985,Female,83,19972
1986,Female,83,20848
1987,Female,83,21808
1988,Female,83,22565
1989,Female,83,24220
1990,Female,83,24740
1991,Female,83,25969
1992,Female,83,26494
1993,Female,83,28571
1994,Female,83,29914
1995,Female,83,31006
1996,Female,83,32226
1997,Female,83,34395
1998,Female,83,34095
1999,Female,83,34282
2000,Female,83,34892
2001,Female,83,34868
2002,Female,83,34982
2003,Female,83,39839
2004,Female,83,43303
2005,Female,83,43696
2006,Female,83,44068
2007,Female,83,44952
2008,Female,83,46641
2009,Female,83,47021
2010,Female,83,47181
2011,Female,83,48347
2012,Female,83,48188
2013,Female,83,49041
2014,Female,83,49066
2015,Female,83,47053
2016,Female,83,47316
2017,Female,83,47452
2018,Female,83,48867
2019,Female,83,51150
2020,Female,83,53258
2021,Female,83,54999
2022,Female,83,57162
2023,Female,83,58322
2024,Female,83,59469
2025,Female,83,62981
1971,Female,84,11606
1972,Female,84,12195
1973,Female,84,12535
1974,Female,84,13150
1975,Female,84,14019
1976,Female,84,14124
1977,Female,84,14431
1978,Female,84,14517
1979,Female,84,14719
1980,Female,84,15891
1981,Female,84,15568
1982,Female,84,15748
1983,Female,84,15782
1984,Female,84,19254
1985,Female,84,20308
1986,Female,84,18336
1987,Female,84,19077
1988,Female,84,19979
1989,Female,84,20864
1990,Female,84,22050
1991,Female,84,22801
1992,Female,84,23856
1993,Female,84,24377
1994,Female,84,26675
1995,Female,84,27716
1996,Female,84,28983
1997,Female,84,30032
1998,Female,84,31881
1999,Female,84,32152
2000,Female,84,32142
2001,Female,84,32919
2002,Female,84,32453
2003,Female,84,32726
2004,Female,84,37557
2005,Female,84,40396
2006,Female,84,40974
2007,Female,84,41536
2008,Female,84,42465
2009,Female,84,44052
2010,Female,84,44566
2011,Female,84,44814
2012,Female,84,45635
2013,Female,84,45379
2014,Female,84,46367
2015,Female,84,46427
2016,Female,84,44559
2017,Female,84,44868
2018,Female,84,44991
2019,Female,84,46381
2020,Female,84,48704
2021,Female,84,50799
2022,Female,84,52287
2023,Female,84,54290
2024,Female,84,55602
2025,Female,84,56763
1971,Female,85,9609
1972,Female,85,10171
1973,Female,85,10682
1974,Female,85,11120
1975,Female,85,11897
1976,Female,85,12453
1977,Female,85,12557
1978,Female,85,12838
1979,Female,85,12922
1980,Female,85,13477
1981,Female,85,14142
1982,Female,85,14082
1983,Female,85,14283
1984,Female,85,14399
1985,Female,85,17658
1986,Female,85,18535
1987,Female,85,16725
1988,Female,85,17256
1989,Female,85,18114
1990,Female,85,18973
1991,Female,85,19975
1992,Female,85,20817
1993,Female,85,21789
1994,Female,85,22262
1995,Female,85,24688
1996,Female,85,25457
1997,Female,85,26790
1998,Female,85,27565
1999,Female,85,29384
2000,Female,85,30107
2001,Female,85,29902
2002,Female,85,30402
2003,Female,85,29995
2004,Female,85,30348
2005,Female,85,35228
2006,Female,85,37270
2007,Female,85,38368
2008,Female,85,38897
2009,Female,85,39784
2010,Female,85,41343
2011,Female,85,41815
2012,Female,85,42135
2013,Female,85,42766
2014,Female,85,42517
2015,Female,85,43431
2016,Female,85,43526
2017,Female,85,41905
2018,Female,85,42214
2019,Female,85,42382
2020,Female,85,43943
2021,Female,85,45940
2022,Female,85,47872
2023,Female,85,49365
2024,Female,85,51346
2025,Female,85,52717
1971,Female,86,8231
1972,Female,86,8347
1973,Female,86,8787
1974,Female,86,9286
1975,Female,86,9716
1976,Female,86,10749
1977,Female,86,10912
1978,Female,86,11107
1979,Female,86,11333
1980,Female,86,11479
1981,Female,86,12240
1982,Female,86,12633
1983,Female,86,12573
1984,Female,86,12850
1985,Female,86,12854
1986,Female,86,16065
1987,Female,86,16468
1988,Female,86,15116
1989,Female,86,15514
1990,Female,86,16222
1991,Female,86,17309
1992,Female,86,18075
1993,Female,86,18873
1994,Female,86,19674
1995,Female,86,20051
1996,Female,86,22653
1997,Female,86,23193
1998,Female,86,24426
1999,Female,86,25182
2000,Female,86,26810
2001,Female,86,28062
2002,Female,86,27399
2003,Female,86,27876
2004,Female,86,27443
2005,Female,86,27964
2006,Female,86,32686
2007,Female,86,34543
2008,Female,86,35552
2009,Female,86,36034
2010,Female,86,37101
2011,Female,86,38461
2012,Female,86,38888
2013,Female,86,39176
2014,Female,86,39779
2015,Female,86,39414
2016,Female,86,40422
2017,Female,86,40526
2018,Female,86,38995
2019,Female,86,39410
2020,Female,86,39709
2021,Female,86,41321
2022,Female,86,42969
2023,Female,86,44694
2024,Female,86,46381
2025,Female,86,48254
1971,Female,87,6498
1972,Female,87,7010
1973,Female,87,7212
1974,Female,87,7544
1975,Female,87,7954
1976,Female,87,8444
1977,Female,87,9221
1978,Female,87,9508
1979,Female,87,9711
1980,Female,87,9906
1981,Female,87,10029
1982,Female,87,10754
1983,Female,87,11119
1984,Female,87,11198
1985,Female,87,11413
1986,Female,87,11333
1987,Female,87,14158
1988,Female,87,14416
1989,Female,87,13541
1990,Female,87,13682
1991,Female,87,14421
1992,Female,87,15516
1993,Female,87,16204
1994,Female,87,16889
1995,Female,87,17524
1996,Female,87,17850
1997,Female,87,20379
1998,Female,87,20893
1999,Female,87,22104
2000,Female,87,22777
2001,Female,87,24305
2002,Female,87,25478
2003,Female,87,24897
2004,Female,87,25222
2005,Female,87,24911
2006,Female,87,25453
2007,Female,87,29881
2008,Female,87,31609
2009,Female,87,32646
2010,Female,87,33209
2011,Female,87,34237
2012,Female,87,35291
2013,Female,87,35753
2014,Female,87,36101
2015,Female,87,36528
2016,Female,87,36217
2017,Female,87,37335
2018,Female,87,37424
2019,Female,87,36068
2020,Female,87,36525
2021,Female,87,36782
2022,Female,87,38253
2023,Female,87,39806
2024,Female,87,41538
2025,Female,87,43268
1971,Female,88,5213
1972,Female,88,5510
1973,Female,88,5939
1974,Female,88,6218
1975,Female,88,6322
1976,Female,88,6830
1977,Female,88,7201
1978,Female,88,7879
1979,Female,88,8244
1980,Female,88,8464
1981,Female,88,8587
1982,Female,88,8773
1983,Female,88,9319
1984,Female,88,9785
1985,Female,88,9859
1986,Female,88,9976
1987,Female,88,9979
1988,Female,88,12288
1989,Female,88,12443
1990,Female,88,11824
1991,Female,88,12018
1992,Female,88,12823
1993,Female,88,13756
1994,Female,88,14323
1995,Female,88,14871
1996,Female,88,15405
1997,Female,88,16022
1998,Female,88,18011
1999,Female,88,18688
2000,Female,88,19764
2001,Female,88,20387
2002,Female,88,21767
2003,Female,88,22779
2004,Female,88,22318
2005,Female,88,22576
2006,Female,88,22199
2007,Female,88,22913
2008,Female,88,26761
2009,Female,88,28606
2010,Female,88,29724
2011,Female,88,30248
2012,Female,88,31083
2013,Female,88,32014
2014,Female,88,32631
2015,Female,88,32868
2016,Female,88,33226
2017,Female,88,33029
2018,Female,88,34073
2019,Female,88,34190
2020,Female,88,33065
2021,Female,88,33524
2022,Female,88,33554
2023,Female,88,34998
2024,Female,88,36632
2025,Female,88,38292
1971,Female,89,4232
1972,Female,89,4334
1973,Female,89,4559
1974,Female,89,4920
1975,Female,89,5221
1976,Female,89,5297
1977,Female,89,5729
1978,Female,89,6147
1979,Female,89,6629
1980,Female,89,7096
1981,Female,89,7228
1982,Female,89,7374
1983,Female,89,7577
1984,Female,89,8031
1985,Female,89,8473
1986,Female,89,8579
1987,Female,89,8632
1988,Female,89,8670
1989,Female,89,10581
1990,Female,89,10385
1991,Female,89,10351
1992,Female,89,10544
1993,Female,89,11297
1994,Female,89,11950
1995,Female,89,12487
1996,Female,89,12979
1997,Female,89,13620
1998,Female,89,14209
1999,Female,89,15852
2000,Female,89,16503
2001,Female,89,17469
2002,Female,89,17890
2003,Female,89,19182
2004,Female,89,20221
2005,Female,89,19825
2006,Female,89,19920
2007,Female,89,19781
2008,Female,89,20228
2009,Female,89,23660
2010,Female,89,25568
2011,Female,89,26574
2012,Female,89,27079
2013,Female,89,27903
2014,Female,89,28745
2015,Female,89,29290
2016,Female,89,29574
2017,Female,89,29754
2018,Female,89,29787
2019,Female,89,30832
2020,Female,89,30990
2021,Female,89,29974
2022,Female,89,30241
2023,Female,89,30111
2024,Female,89,31665
2025,Female,89,33257
1971,Female,90,3406
1972,Female,90,3463
1973,Female,90,3513
1974,Female,90,3751
1975,Female,90,4001
1976,Female,90,4322
1977,Female,90,4410
1978,Female,90,4777
1979,Female,90,5105
1980,Female,90,5516
1981,Female,90,5977
1982,Female,90,6110
1983,Female,90,6241
1984,Female,90,6472
1985,Female,90,6745
1986,Female,90,7144
1987,Female,90,7325
1988,Female,90,7386
1989,Female,90,7462
1990,Female,90,8794
1991,Female,90,8574
1992,Female,90,8897
1993,Female,90,9140
1994,Female,90,9773
1995,Female,90,10271
1996,Female,90,10735
1997,Female,90,11290
1998,Female,90,11815
1999,Female,90,12488
2000,Female,90,13755
2001,Female,90,14463
2002,Female,90,15232
2003,Female,90,15567
2004,Female,90,16713
2005,Female,90,17637
2006,Female,90,17339
2007,Female,90,17534
2008,Female,90,17312
2009,Female,90,17591
2010,Female,90,20650
2011,Female,90,22481
2012,Female,90,23416
2013,Female,90,24020
2014,Female,90,24688
2015,Female,90,25481
2016,Female,90,26058
2017,Female,90,26130
2018,Female,90,26457
2019,Female,90,26585
2020,Female,90,27549
2021,Female,90,27625
2022,Female,90,26666
2023,Female,90,26753
2024,Female,90,26808
2025,Female,90,28268
1971,Female,91,2489
1972,Female,91,2751
1973,Female,91,2821
1974,Female,91,2907
1975,Female,91,3004
1976,Female,91,3212
1977,Female,91,3533
1978,Female,91,3658
1979,Female,91,3923
1980,Female,91,4277
1981,Female,91,4490
1982,Female,91,4982
1983,Female,91,5088
1984,Female,91,5286
1985,Female,91,5508
1986,Female,91,5541
1987,Female,91,5964
1988,Female,91,6125
1989,Female,91,6204
1990,Female,91,6263
1991,Female,91,7228
1992,Female,91,7256
1993,Female,91,7590
1994,Female,91,7825
1995,Female,91,8296
1996,Female,91,8671
1997,Female,91,9153
1998,Female,91,9601
1999,Female,91,10184
2000,Female,91,10835
2001,Female,91,11650
2002,Female,91,12323
2003,Female,91,12981
2004,Female,91,13309
2005,Female,91,14391
2006,Female,91,15122
2007,Female,91,14928
2008,Female,91,15073
2009,Female,91,14852
2010,Female,91,15091
2011,Female,91,17705
2012,Female,91,19423
2013,Female,91,20315
2014,Female,91,20870
2015,Female,91,21451
2016,Female,91,22054
2017,Female,91,22655
2018,Female,91,22596
2019,Female,91,23123
2020,Female,91,23340
2021,Female,91,24197
2022,Female,91,24031
2023,Female,91,23217
2024,Female,91,23583
2025,Female,91,23441
1971,Female,92,1880
1972,Female,92,1988
1973,Female,92,2197
1974,Female,92,2282
1975,Female,92,2280
1976,Female,92,2410
1977,Female,92,2592
1978,Female,92,2851
1979,Female,92,2956
1980,Female,92,3222
1981,Female,92,3506
1982,Female,92,3697
1983,Female,92,4065
1984,Female,92,4215
1985,Female,92,4389
1986,Female,92,4598
1987,Female,92,4560
1988,Female,92,4889
1989,Female,92,5055
1990,Female,92,5003
1991,Female,92,5202
1992,Female,92,6034
1993,Female,92,6098
1994,Female,92,6348
1995,Female,92,6542
1996,Female,92,6942
1997,Female,92,7198
1998,Female,92,7621
1999,Female,92,8146
2000,Female,92,8672
2001,Female,92,9259
2002,Female,92,9774
2003,Female,92,10306
2004,Female,92,10828
2005,Female,92,11239
2006,Female,92,12119
2007,Female,92,12755
2008,Female,92,12521
2009,Female,92,12666
2010,Female,92,12619
2011,Female,92,12718
2012,Female,92,14989
2013,Female,92,16608
2014,Female,92,17381
2015,Female,92,17781
2016,Female,92,18314
2017,Female,92,18844
2018,Female,92,19350
2019,Female,92,19268
2020,Female,92,19897
2021,Female,92,20161
2022,Female,92,20774
2023,Female,92,20541
2024,Female,92,19998
2025,Female,92,20172
1971,Female,93,1351
1972,Female,93,1476
1973,Female,93,1552
1974,Female,93,1727
1975,Female,93,1761
1976,Female,93,1819
1977,Female,93,1879
1978,Female,93,2067
1979,Female,93,2268
1980,Female,93,2384
1981,Female,93,2584
1982,Female,93,2810
1983,Female,93,2979
1984,Female,93,3281
1985,Female,93,3416
1986,Female,93,3583
1987,Female,93,3710
1988,Female,93,3691
1989,Female,93,3940
1990,Female,93,3956
1991,Female,93,4058
1992,Female,93,4225
1993,Female,93,4936
1994,Female,93,5063
1995,Female,93,5174
1996,Female,93,5381
1997,Female,93,5645
1998,Female,93,5897
1999,Female,93,6325
2000,Female,93,6807
2001,Female,93,7238
2002,Female,93,7596
2003,Female,93,8005
2004,Female,93,8424
2005,Female,93,8942
2006,Female,93,9232
2007,Female,93,9969
2008,Female,93,10430
2009,Female,93,10247
2010,Female,93,10502
2011,Female,93,10416
2012,Female,93,10551
2013,Female,93,12435
2014,Female,93,13945
2015,Female,93,14515
2016,Female,93,14928
2017,Female,93,15247
2018,Female,93,15706
2019,Female,93,16218
2020,Female,93,16102
2021,Female,93,16895
2022,Female,93,16832
2023,Female,93,17350
2024,Female,93,17338
2025,Female,93,16697
1971,Female,94,979
1972,Female,94,1033
1973,Female,94,1111
1974,Female,94,1167
1975,Female,94,1322
1976,Female,94,1389
1977,Female,94,1386
1978,Female,94,1464
1979,Female,94,1656
1980,Female,94,1803
1981,Female,94,1858
1982,Female,94,2034
1983,Female,94,2214
1984,Female,94,2414
1985,Female,94,2619
1986,Female,94,2714
1987,Female,94,2803
1988,Female,94,2907
1989,Female,94,2889
1990,Female,94,3046
1991,Female,94,3111
1992,Female,94,3250
1993,Female,94,3388
1994,Female,94,4015
1995,Female,94,4111
1996,Female,94,4175
1997,Female,94,4324
1998,Female,94,4535
1999,Female,94,4802
2000,Female,94,5140
2001,Female,94,5574
2002,Female,94,5818
2003,Female,94,6037
2004,Female,94,6437
2005,Female,94,6824
2006,Female,94,7198
2007,Female,94,7499
2008,Female,94,7997
2009,Female,94,8408
2010,Female,94,8256
2011,Female,94,8452
2012,Female,94,8546
2013,Female,94,8497
2014,Female,94,10288
2015,Female,94,11477
2016,Female,94,11920
2017,Female,94,12063
2018,Female,94,12384
2019,Female,94,13000
2020,Female,94,13355
2021,Female,94,13319
2022,Female,94,13795
2023,Female,94,13733
2024,Female,94,14193
2025,Female,94,14189
1971,Female,95,706
1972,Female,95,719
